user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AW110A-megahit_bin.22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	N/A	N/A	N/A	N/A	N/A	GCA_905186105.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp905186105	84.2	0.833	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000297775.1, s__Sutterella wadsworthensis_A, 95.0, 79.09, 0.238; GCA_017936545.1, s__Sutterella sp017936545, 95.0, 78.84, 0.192; GCA_900764215.1, s__Sutterella sp900764215, 95.0, 78.77, 0.215; GCA_900762445.1, s__Sutterella sp900762445, 95.0, 78.23, 0.172; GCF_003609995.1, s__Sutterella megalosphaeroides, 95.0, 78.18, 0.111; GCA_900543805.1, s__Sutterella merdavium, 95.0, 78.08, 0.131; GCA_900545275.1, s__Sutterella sp900545275, 95.0, 77.97, 0.118; GCA_905194315.1, s__Sutterella sp905194315, 95.0, 77.9, 0.122; GCA_905197905.1, s__Sutterella sp905197905, 95.0, 77.9, 0.167; GCA_905206365.1, s__Sutterella sp905206365, 95.0, 77.86, 0.124; GCA_900757865.1, s__Sutterella sp900757865, 95.0, 77.76, 0.109; GCA_905213905.1, s__Sutterella sp905213905, 95.0, 77.68, 0.1; GCA_905198475.1, s__Sutterella sp905198475, 95.0, 77.62, 0.081; GCF_000250875.1, s__Sutterella parvirubra, 95.0, 77.6, 0.122; GCA_900754475.1, s__Sutterella sp900754475, 95.0, 77.57, 0.12; GCF_016899755.1, s__Sutterella massiliensis, 95.0, 77.56, 0.12; GCA_905192805.1, s__Sutterella sp905192805, 95.0, 77.2, 0.127; GCA_905202595.1, s__Sutterella sp905202595, 95.0, 77.09, 0.081; GCA_905215795.1, s__Sutterella sp905215795, 95.0, 76.89, 0.084; GCF_003315195.1, s__Sutterella wadsworthensis, 95.0, 76.79, 0.104; GCF_006337085.1, s__Sutterella faecalis, 95.0, 76.74, 0.093; GCF_009183815.1, s__Sutterella seckii_A, 95.0, 76.64, 0.113; GCA_900770335.1, s__Sutterella sp900770335, 95.0, 76.2, 0.066	60.62	11	0.98703	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__	N/A	N/A	N/A	N/A	N/A	GCF_009695905.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp002299625	94.79	0.953	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016775335.1, s__VUNA01 sp016775335, 95.0, 93.2, 0.956	91.5	11	0.99695	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	N/A	N/A	N/A	N/A	N/A	GCA_900549055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055	92.5	0.862	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900547305.1, s__UBA737 sp900547305, 95.0, 88.8, 0.867; GCA_905193585.1, s__UBA737 sp905193585, 95.0, 88.79, 0.798; GCA_900549755.1, s__UBA737 sp900549755, 95.0, 88.55, 0.794; GCA_002431945.1, s__UBA737 sp002431945, 95.0, 82.92, 0.587; GCA_900543215.1, s__UBA737 sp900543215, 95.0, 79.45, 0.491; GCA_002451855.1, s__UBA737 sp002451855, 95.0, 79.33, 0.454; GCA_017391425.1, s__UBA737 sp017391425, 95.0, 78.71, 0.417; GCA_900547445.1, s__UBA737 sp900547445, 95.0, 78.63, 0.45; GCA_902762875.1, s__UBA737 sp902762875, 95.0, 78.41, 0.376; GCA_900754145.1, s__UBA737 sp900754145, 95.0, 78.38, 0.326; GCA_016302625.1, s__UBA737 sp016302625, 95.0, 78.26, 0.353; GCA_904501875.1, s__UBA737 sp904501875, 95.0, 78.07, 0.289; GCA_015065725.1, s__UBA737 sp015065725, 95.0, 77.84, 0.073; GCA_015066165.1, s__UBA737 sp015066165, 95.0, 77.79, 0.018; GCA_015066445.1, s__UBA737 sp015066445, 95.0, 77.72, 0.115; GCA_900554525.1, s__UBA737 sp900554525, 95.0, 77.6, 0.202; GCA_016287385.1, s__UBA737 sp016287385, 95.0, 77.49, 0.133; GCA_905236975.1, s__UBA737 sp905236975, 95.0, 77.48, 0.165; GCA_017618135.1, s__UBA737 sp017618135, 95.0, 77.47, 0.069; GCA_002297415.1, s__UBA737 sp002297415, 95.0, 77.44, 0.142; GCA_017481865.1, s__UBA737 sp017481865, 95.0, 77.43, 0.211; GCA_016303035.1, s__UBA737 sp016303035, 95.0, 77.42, 0.234; GCA_017507805.1, s__UBA737 sp017507805, 95.0, 77.29, 0.161; GCA_017465085.1, s__UBA737 sp017465085, 95.0, 77.24, 0.096; GCA_017554125.1, s__UBA737 sp017554125, 95.0, 77.15, 0.119; GCA_902766855.1, s__UBA737 sp902766855, 95.0, 77.15, 0.128; GCA_900769375.1, s__UBA737 sp900769375, 95.0, 77.14, 0.05; GCA_017472575.1, s__UBA737 sp017472575, 95.0, 77.12, 0.156; GCA_017516965.1, s__UBA737 sp017516965, 95.0, 77.08, 0.064; GCA_902802375.1, s__UBA737 sp902802375, 95.0, 77.08, 0.106; GCA_017403065.1, s__UBA737 sp017403065, 95.0, 77.06, 0.11; GCA_017516445.1, s__UBA737 sp017516445, 95.0, 77.04, 0.092; GCA_017403265.1, s__UBA737 sp017403265, 95.0, 77.03, 0.115; GCA_017466905.1, s__UBA737 sp017466905, 95.0, 76.97, 0.106; GCA_017390725.1, s__UBA737 sp017390725, 95.0, 76.95, 0.087; GCA_017622555.1, s__UBA737 sp017622555, 95.0, 76.92, 0.092; GCA_904502215.1, s__UBA737 sp904502215, 95.0, 76.89, 0.073; GCA_900768035.1, s__UBA737 sp900768035, 95.0, 76.87, 0.087; GCA_017524165.1, s__UBA737 sp017524165, 95.0, 76.86, 0.083; GCA_017939855.1, s__UBA737 sp017939855, 95.0, 76.85, 0.06; GCA_017554405.1, s__UBA737 sp017554405, 95.0, 76.85, 0.092; GCA_017624675.1, s__UBA737 sp017624675, 95.0, 76.84, 0.11; GCA_017416285.1, s__UBA737 sp017416285, 95.0, 76.82, 0.092; GCA_015066515.1, s__UBA737 sp015066515, 95.0, 76.81, 0.069; GCA_017537365.1, s__UBA737 sp017537365, 95.0, 76.8, 0.124; GCA_905211675.1, s__UBA737 sp905211675, 95.0, 76.75, 0.138; GCA_902796165.1, s__UBA737 sp902796165, 95.0, 76.73, 0.083; GCA_002315765.1, s__UBA737 sp002315765, 95.0, 76.73, 0.101; GCA_902766755.1, s__UBA737 sp902766755, 95.0, 76.66, 0.087; GCA_017559885.1, s__UBA737 sp017559885, 95.0, 76.66, 0.032; GCA_017437005.1, s__UBA737 sp017437005, 95.0, 76.65, 0.06; GCA_017439585.1, s__UBA737 sp017439585, 95.0, 76.64, 0.087; GCA_017439845.1, s__UBA737 sp017439845, 95.0, 76.61, 0.05; GCA_015066005.1, s__UBA737 sp015066005, 95.0, 76.6, 0.101; GCA_017434895.1, s__UBA737 sp017434895, 95.0, 76.55, 0.119; GCA_015065645.1, s__UBA737 sp015065645, 95.0, 76.54, 0.078; GCA_002315685.1, s__UBA737 sp002315685, 95.0, 76.49, 0.073; GCA_015066095.1, s__UBA737 sp015066095, 95.0, 76.48, 0.073; GCA_015065685.1, s__UBA737 sp015065685, 95.0, 76.47, 0.115; GCA_017503305.1, s__UBA737 sp017503305, 95.0, 76.43, 0.06; GCA_017537195.1, s__UBA737 sp017537195, 95.0, 76.34, 0.064; GCA_017549565.1, s__UBA737 sp017549565, 95.0, 76.3, 0.115; GCA_017442225.1, s__UBA737 sp017442225, 95.0, 76.28, 0.096; GCA_002371985.1, s__UBA737 sp002371985, 95.0, 76.26, 0.064; GCA_017623315.1, s__UBA737 sp017623315, 95.0, 76.16, 0.087; GCA_900547095.1, s__UBA737 sp900547095, 95.0, 76.15, 0.11; GCA_017529165.1, s__UBA737 sp017529165, 95.0, 76.14, 0.028; GCA_017423885.1, s__UBA737 sp017423885, 95.0, 76.14, 0.087; GCA_002363095.1, s__UBA737 sp002363095, 95.0, 76.06, 0.096; GCA_017549905.1, s__UBA737 sp017549905, 95.0, 76.0, 0.032; GCA_017537245.1, s__UBA737 sp017537245, 95.0, 75.98, 0.041; GCA_017431035.1, s__UBA737 sp017431035, 95.0, 75.94, 0.028; GCA_017615405.1, s__UBA737 sp017615405, 95.0, 75.91, 0.056; GCA_017441045.1, s__UBA737 sp017441045, 95.0, 75.9, 0.064; GCA_017502965.1, s__UBA737 sp017502965, 95.0, 75.88, 0.087; GCA_017513195.1, s__UBA737 sp017513195, 95.0, 75.88, 0.083	86.54	11	0.99601	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.25	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900553245.1, s__UMGS1590 sp900553245, 95.0, 84.0, 0.59; GCA_900759105.1, s__UMGS1590 sp900759105, 95.0, 82.1, 0.604; GCA_900552455.1, s__UMGS1590 sp900552455, 95.0, 78.71, 0.21	90.39	11	0.97973	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__	N/A	N/A	N/A	N/A	N/A	GCF_009192735.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B gandavensis	86.38	0.805	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018622995.1, s__Arthrobacter_B sp018622995, 95.0, 84.15, 0.703; GCF_018866305.1, s__Arthrobacter_B sp002929435, 95.0, 83.37, 0.714; GCF_009192775.1, s__Arthrobacter_B yangruifuii, 95.0, 81.19, 0.508; GCF_014836875.1, s__Arthrobacter_B sp014836875, 95.0, 80.57, 0.481; GCF_001552075.1, s__Arthrobacter_B luteolus, 95.0, 80.54, 0.477; GCA_900016675.1, s__Arthrobacter_B saudimassiliensis, 95.0, 80.47, 0.531; GCF_009192745.1, s__Arthrobacter_B citreus, 95.0, 80.42, 0.477; GCF_009193255.1, s__Arthrobacter_B koreensis, 95.0, 80.37, 0.474; GCF_014836775.1, s__Arthrobacter_B sp014836775, 95.0, 80.37, 0.474; GCF_001307035.1, s__Arthrobacter_B sp001307035, 95.0, 80.17, 0.451; GCF_015355785.1, s__Arthrobacter_B gandavensis_A, 95.0, 80.05, 0.474	93.59	11	0.99122	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017937505.1, s__Ventricola sp017937505, 95.0, 84.02, 0.718; GCA_004557905.1, s__Ventricola sp004557905, 95.0, 84.01, 0.738; GCA_015056305.1, s__Ventricola sp015056305, 95.0, 81.32, 0.59; GCA_017545905.1, s__Ventricola sp017545905, 95.0, 81.11, 0.53; GCA_017521565.1, s__Ventricola sp017521565, 95.0, 80.83, 0.528; GCA_017412025.1, s__Ventricola sp017412025, 95.0, 80.71, 0.539; GCA_017397695.1, s__Ventricola sp017397695, 95.0, 80.62, 0.538; GCA_017436605.1, s__Ventricola sp017436605, 95.0, 80.35, 0.574; GCA_900542395.1, s__Ventricola sp900542395, 95.0, 80.31, 0.446; GCA_017936375.1, s__Ventricola sp017936375, 95.0, 80.12, 0.474; GCA_004555535.1, s__Ventricola sp004555535, 95.0, 80.12, 0.512; GCA_004556985.1, s__Ventricola sp004556985, 95.0, 80.01, 0.475; GCA_018716525.1, s__Ventricola gallistercoris, 95.0, 79.61, 0.426; GCA_017547805.1, s__Ventricola sp017547805, 95.0, 79.54, 0.379; GCA_017938795.1, s__Ventricola sp017938795, 95.0, 79.49, 0.426; GCA_900542445.1, s__Ventricola sp900542445, 95.0, 79.34, 0.438; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 79.13, 0.344; GCA_902781095.1, s__Ventricola sp902781095, 95.0, 78.31, 0.17; GCA_017484085.1, s__Ventricola sp017484085, 95.0, 77.99, 0.17; GCA_018715105.1, s__Ventricola intestinavium, 95.0, 77.96, 0.314; GCA_002395225.1, s__Ventricola sp002395225, 95.0, 77.15, 0.104; GCA_017469025.1, s__Ventricola sp017469025, 95.0, 77.04, 0.046; GCA_017476605.1, s__Ventricola sp017476605, 95.0, 76.89, 0.08; GCA_900313545.1, s__Ventricola sp900313545, 95.0, 76.87, 0.078; GCA_017460325.1, s__Ventricola sp017460325, 95.0, 76.6, 0.053; GCA_017458865.1, s__Ventricola sp017458865, 95.0, 76.39, 0.051; GCA_902767305.1, s__Ventricola sp902767305, 95.0, 76.21, 0.043	88.62	11	0.98454	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW110A-megahit_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ANI	classification based on placement in class-level tree	GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 77.01, 0.034; GCA_000436495.1, s__Parabacteroides faecavium, 95.0, 76.94, 0.136; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 76.88, 0.098; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 76.84, 0.041; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 76.84, 0.14; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 76.76, 0.069; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 76.76, 0.078; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 76.75, 0.098; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 76.75, 0.073; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 76.66, 0.098; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 76.54, 0.094; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 76.52, 0.065; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 76.51, 0.084; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 76.46, 0.082; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 76.43, 0.067; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 76.42, 0.057; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 76.38, 0.098; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 76.35, 0.092; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 76.33, 0.076; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.32, 0.057; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.31, 0.04; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 76.31, 0.075; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.31, 0.063; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 76.31, 0.099; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 76.3, 0.088; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 76.26, 0.061; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 76.16, 0.04; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 76.13, 0.088; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 76.12, 0.105; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 76.07, 0.04; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 76.03, 0.09; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 76.0, 0.098; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 75.97, 0.036; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 75.92, 0.084; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 75.9, 0.094; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 75.7, 0.048	48.39	11	0.95321	N/A
AW110A-megahit_bin.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__HGM12587;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__HGM12587;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.73	11	0.95595	N/A
AW110A-megahit_bin.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900546625	GCA_900546625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900546625	95.85	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW110A-megahit_bin.30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.06	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW110A-megahit_bin.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	ANI	classification based on placement in class-level tree	GCF_003477995.1, s__Paraprevotella sp003477995, 95.0, 78.98, 0.387; GCA_018883665.1, s__Paraprevotella stercoravium, 95.0, 78.71, 0.324; GCA_905215575.1, s__Paraprevotella sp905215575, 95.0, 78.61, 0.283; GCA_017937925.1, s__Paraprevotella sp017937925, 95.0, 77.73, 0.064; GCA_900546665.1, s__Paraprevotella stercorigallinarum, 95.0, 77.27, 0.097; GCF_000205165.1, s__Paraprevotella xylaniphila, 95.0, 77.16, 0.098; GCA_905214795.1, s__Paraprevotella sp905214795, 95.0, 77.09, 0.104; GCF_000233955.1, s__Paraprevotella clara, 95.0, 77.01, 0.105; GCA_910586505.1, s__Paraprevotella sp910586505, 95.0, 76.59, 0.102; GCA_017630975.1, s__Paraprevotella sp017630975, 95.0, 76.55, 0.087; GCA_017425765.1, s__Paraprevotella sp017425765, 95.0, 76.44, 0.072; GCA_910584955.1, s__Paraprevotella sp910584955, 95.0, 76.35, 0.067; GCA_900548345.1, s__Paraprevotella sp900548345, 95.0, 76.32, 0.09; GCA_900760455.1, s__Paraprevotella sp900760455, 95.0, 76.22, 0.082	71.19	11	0.97912	N/A
