sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
Zape1	NODE_16153_length_4797_cov_21.9	0.413	0.009	0.002	0.653	0.215	0.007	0.002	0.037	0.007	0.015	0.022	0.007	848	17.750	4797	0.038	0.008	0.022	0.009	0.008	0.008	0.008	0.000	0.000	0.017	0.000	0.000	0.000	0.021	0.009	0.008	0.015	0.000	0.000	0.007
Zape1	NODE_6010_length_8792_cov_74.3	0.629	0.009	0.001	0.087	0.110	0.005	0.004	0.014	0.002	0.016	0.023	0.003	5549	61.216	8792	0.014	0.012	0.010	0.010	0.016	0.009	0.011	0.014	0.008	0.006	0.006	0.007	0.004	0.010	0.006	0.011	0.003	0.004	0.005	0.010
Zape1	NODE_6165_length_8682_cov_63.0	0.565	0.007	0.001	0.223	0.168	0.005	0.002	0.013	0.003	0.016	0.023	0.003	4766	52.269	8682	0.009	0.016	0.011	0.014	0.008	0.002	0.005	0.004	0.003	0.006	0.003	0.013	0.007	0.006	0.003	0.003	0.006	0.003	0.003	0.010
Zape1	NODE_8911_length_6991_cov_22.8	0.314	0.003	0.001	0.283	0.121	0.002	0.001	0.011	0.002	0.017	0.025	0.002	1192	17.944	6991	0.010	0.012	0.005	0.005	0.005	0.005	0.000	0.000	0.005	0.000	0.000	0.006	0.005	0.000	0.005	0.000	0.000	0.000	0.005	0.000
Zape1	NODE_29213_length_3193_cov_34.1	0.339	0.003	0.002	0.223	0.316	0.002	0.003	0.010	0.006	0.018	0.026	0.006	969	28.908	3193	0.009	0.011	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.009	0.000	0.000	0.000	0.000
Zape1	NODE_17549_length_4549_cov_83.8	0.604	0.003	0.001	0.351	0.192	0.002	0.001	0.008	0.002	0.009	0.015	0.002	3166	68.449	4549	0.008	0.008	0.000	0.006	0.002	0.007	0.002	0.002	0.002	0.000	0.002	0.002	0.000	0.006	0.002	0.000	0.002	0.002	0.004	0.000
Zape1	NODE_28765_length_3232_cov_25.4	0.294	0.004	0.002	0.343	0.523	0.002	0.003	0.011	0.008	0.022	0.031	0.008	680	20.344	3232	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.012	0.000	0.014	0.000	0.000	0.000	0.000
Zape1	NODE_2777_length_13214_cov_33.8	0.403	0.002	0.001	0.126	0.296	0.002	0.002	0.004	0.002	0.022	0.031	0.002	3745	28.037	13214	0.004	0.005	0.000	0.005	0.006	0.006	0.000	0.002	0.007	0.000	0.000	0.000	0.000	0.004	0.000	0.004	0.002	0.000	0.002	0.004
Zape1	NODE_7122_length_7988_cov_61.8	0.526	0.006	0.001	0.087	0.111	0.003	0.003	0.010	0.002	0.052	0.065	0.002	4072	49.861	7988	0.012	0.010	0.006	0.007	0.011	0.005	0.007	0.006	0.004	0.007	0.005	0.006	0.009	0.006	0.007	0.002	0.008	0.003	0.003	0.002
Zape1	NODE_25471_length_3519_cov_22.1	0.257	0.003	0.001	0.143	0.408	0.001	0.004	0.005	0.004	0.051	0.065	0.005	586	17.652	3519	0.000	0.010	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000
Zape1	NODE_9853_length_6574_cov_73.9	0.572	0.003	0.001	0.260	0.167	0.002	0.001	0.008	0.002	0.050	0.064	0.002	3980	60.388	6574	0.006	0.008	0.002	0.007	0.005	0.005	0.002	0.000	0.000	0.002	0.002	0.002	0.005	0.000	0.002	0.002	0.002	0.007	0.002	0.000
Zape1	NODE_18942_length_4326_cov_18.4	0.254	0.002	0.001	0.248	0.359	0.001	0.002	0.006	0.004	0.044	0.057	0.004	709	15.075	4326	0.000	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000
Zape1	NODE_5285_length_9443_cov_30.5	0.372	0.002	0.001	0.541	0.248	0.002	0.001	0.009	0.002	0.043	0.056	0.002	2343	25.253	9443	0.008	0.006	0.003	0.000	0.003	0.000	0.003	0.003	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.003	0.009	0.000	0.003
Zape1	NODE_14128_length_5262_cov_22.1	0.405	0.008	0.002	0.931	0.289	0.007	0.002	0.034	0.008	0.053	0.066	0.007	909	17.927	5262	0.034	0.010	0.000	0.020	0.000	0.009	0.000	0.000	0.000	0.012	0.010	0.000	0.019	0.017	0.000	0.009	0.009	0.000	0.018	0.000
Zape1	NODE_1458_length_17996_cov_30.6	0.431	0.003	0.000	0.037	0.118	0.000	0.003	0.004	0.001	0.035	0.046	0.001	4455	24.880	17996	0.004	0.005	0.003	0.005	0.002	0.003	0.003	0.002	0.003	0.003	0.000	0.003	0.005	0.003	0.003	0.002	0.002	0.000	0.000	0.002
Zape1	NODE_17675_length_4528_cov_26.4	0.294	0.003	0.001	0.086	0.188	0.000	0.005	0.007	0.003	0.031	0.041	0.004	975	21.352	4528	0.000	0.010	0.009	0.007	0.008	0.000	0.000	0.008	0.000	0.009	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_7723_length_7607_cov_39.9	0.401	0.005	0.001	0.059	0.120	0.000	0.006	0.009	0.002	0.030	0.041	0.003	2509	32.549	7607	0.010	0.008	0.007	0.007	0.003	0.007	0.004	0.003	0.004	0.007	0.010	0.004	0.004	0.009	0.000	0.000	0.000	0.000	0.007	0.000
Zape1	NODE_12387_length_5708_cov_38.6	0.382	0.007	0.001	0.081	0.303	0.004	0.009	0.011	0.004	0.029	0.040	0.006	1759	31.076	5708	0.008	0.022	0.000	0.013	0.009	0.000	0.012	0.009	0.000	0.020	0.004	0.008	0.004	0.012	0.004	0.004	0.004	0.004	0.004	0.009
Zape1	NODE_18209_length_4439_cov_23.3	0.311	0.004	0.001	0.450	0.248	0.003	0.001	0.015	0.004	0.028	0.039	0.004	806	18.520	4439	0.013	0.015	0.000	0.007	0.000	0.000	0.007	0.006	0.000	0.000	0.008	0.000	0.000	0.007	0.013	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_20803_length_4054_cov_22.4	0.271	0.002	0.002	0.099	0.400	0.000	0.008	0.006	0.005	0.039	0.052	0.006	789	18.577	4054	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_30719_length_3082_cov_17.6	0.306	0.007	0.002	0.326	0.261	0.004	0.003	0.022	0.008	0.024	0.034	0.009	420	14.474	3082	0.014	0.034	0.000	0.020	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.015	0.000	0.000	0.016
Zape2	NODE_611_length_24727_cov_81.1	0.799	0.008	0.002	0.255	0.035	0.002	0.001	0.032	0.002	0.000	0.000	0.002	15114	54.362	24727	0.027	0.030	0.018	0.018	0.009	0.005	0.008	0.002	0.006	0.003	0.002	0.003	0.002	0.002	0.003	0.003	0.004	0.003	0.003	0.001
Zape2	NODE_13_length_93307_cov_434.4	1.000	0.008	0.001	0.289	0.034	0.004	0.001	0.025	0.001	0.000	0.000	0.001	277773	283.764	93307	0.023	0.024	0.013	0.012	0.009	0.007	0.006	0.005	0.005	0.006	0.005	0.005	0.005	0.005	0.004	0.004	0.005	0.004	0.004	0.004
Zape2	NODE_2_length_160355_cov_166.6	1.000	0.005	0.001	0.271	0.034	0.002	0.000	0.018	0.001	0.000	0.000	0.001	209194	116.760	160355	0.016	0.017	0.008	0.009	0.007	0.004	0.003	0.003	0.002	0.004	0.002	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002
Zape2	NODE_3105_length_10244_cov_85.7	0.686	0.009	0.002	0.233	0.038	0.003	0.001	0.029	0.002	0.000	0.000	0.002	6524	57.071	10244	0.026	0.026	0.022	0.018	0.013	0.007	0.005	0.002	0.004	0.006	0.003	0.006	0.004	0.005	0.003	0.006	0.005	0.003	0.002	0.003
Zape2	NODE_602_length_24877_cov_78.8	0.783	0.008	0.002	0.298	0.046	0.004	0.001	0.029	0.002	0.000	0.000	0.002	14699	52.886	24877	0.026	0.028	0.018	0.010	0.006	0.006	0.008	0.007	0.005	0.006	0.003	0.008	0.007	0.005	0.004	0.003	0.002	0.003	0.003	0.003
Zape2	NODE_151_length_40598_cov_76.0	0.884	0.009	0.002	0.305	0.031	0.003	0.001	0.036	0.002	0.000	0.000	0.002	23266	50.891	40598	0.034	0.030	0.018	0.018	0.011	0.006	0.003	0.004	0.007	0.005	0.006	0.004	0.003	0.003	0.005	0.007	0.002	0.002	0.004	0.003
Zape2	NODE_2424_length_12074_cov_270.1	0.989	0.010	0.002	0.164	0.056	0.004	0.002	0.024	0.003	0.000	0.000	0.003	25733	194.785	12074	0.018	0.029	0.015	0.019	0.020	0.012	0.009	0.005	0.007	0.007	0.005	0.008	0.005	0.006	0.005	0.005	0.006	0.008	0.005	0.005
Zape2	NODE_371_length_30112_cov_77.7	0.824	0.009	0.002	0.283	0.032	0.004	0.001	0.032	0.002	0.000	0.000	0.002	17594	52.097	30112	0.031	0.027	0.018	0.016	0.008	0.007	0.010	0.011	0.005	0.003	0.005	0.005	0.003	0.004	0.006	0.005	0.003	0.006	0.004	0.003
Zape2	NODE_119_length_44087_cov_453.1	1.000	0.006	0.001	0.245	0.042	0.003	0.001	0.016	0.001	0.000	0.000	0.001	127363	288.671	44087	0.015	0.017	0.008	0.011	0.007	0.005	0.005	0.005	0.004	0.005	0.004	0.004	0.005	0.004	0.004	0.004	0.003	0.002	0.003	0.002
Zape2	NODE_1019_length_19924_cov_458.0	0.999	0.006	0.001	0.246	0.048	0.003	0.001	0.017	0.001	0.000	0.000	0.002	58446	292.461	19924	0.015	0.017	0.010	0.012	0.007	0.006	0.003	0.005	0.005	0.005	0.005	0.006	0.005	0.003	0.004	0.004	0.004	0.003	0.004	0.002
Zape2	NODE_64_length_52552_cov_202.6	0.989	0.005	0.001	0.216	0.039	0.002	0.001	0.016	0.001	0.000	0.000	0.001	81661	138.943	52552	0.014	0.016	0.009	0.012	0.008	0.006	0.004	0.004	0.003	0.004	0.002	0.004	0.003	0.003	0.003	0.003	0.004	0.003	0.002	0.003
Zape2	NODE_1033_length_19852_cov_189.6	0.949	0.005	0.001	0.255	0.034	0.003	0.000	0.017	0.001	0.000	0.000	0.001	28825	130.048	19852	0.016	0.014	0.009	0.009	0.008	0.003	0.006	0.005	0.004	0.004	0.003	0.003	0.003	0.002	0.005	0.002	0.003	0.002	0.003	0.003
Zape2	NODE_59_length_54370_cov_88.0	0.939	0.008	0.002	0.265	0.027	0.003	0.001	0.031	0.002	0.000	0.000	0.002	35916	59.410	54370	0.028	0.029	0.016	0.012	0.010	0.008	0.006	0.006	0.007	0.006	0.005	0.005	0.003	0.003	0.003	0.003	0.002	0.002	0.004	0.003
Zape2	NODE_8523_length_5065_cov_239.7	0.968	0.005	0.001	0.201	0.051	0.001	0.001	0.017	0.002	0.000	0.000	0.002	10004	171.139	5065	0.013	0.019	0.009	0.012	0.007	0.003	0.003	0.003	0.005	0.003	0.004	0.001	0.004	0.002	0.001	0.002	0.002	0.001	0.002	0.002
Zape2	NODE_1419_length_16580_cov_67.2	0.638	0.006	0.001	0.246	0.039	0.002	0.001	0.021	0.002	0.000	0.000	0.002	8605	45.360	16580	0.021	0.017	0.011	0.013	0.007	0.005	0.007	0.003	0.007	0.004	0.003	0.005	0.003	0.002	0.000	0.003	0.002	0.003	0.000	0.005
Zape2	NODE_2859_length_10915_cov_80.4	0.733	0.008	0.003	0.346	0.043	0.003	0.001	0.043	0.003	0.000	0.000	0.003	6630	53.805	10915	0.039	0.038	0.019	0.011	0.006	0.007	0.002	0.006	0.007	0.006	0.006	0.006	0.000	0.005	0.002	0.003	0.001	0.002	0.000	0.002
Zape2	NODE_1129_length_19016_cov_83.3	0.782	0.008	0.002	0.356	0.029	0.003	0.001	0.036	0.002	0.000	0.000	0.002	11932	56.469	19016	0.036	0.027	0.014	0.012	0.010	0.006	0.008	0.005	0.003	0.004	0.004	0.001	0.006	0.006	0.001	0.003	0.002	0.004	0.004	0.001
Zape2	NODE_11251_length_4081_cov_67.2	0.572	0.008	0.002	0.149	0.094	0.000	0.005	0.026	0.006	0.000	0.000	0.007	1973	50.738	4081	0.017	0.036	0.021	0.010	0.000	0.011	0.020	0.010	0.010	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_2402_length_12149_cov_60.3	0.585	0.005	0.001	0.303	0.037	0.001	0.001	0.024	0.002	0.000	0.000	0.002	5843	41.646	12149	0.022	0.022	0.012	0.009	0.003	0.004	0.002	0.004	0.002	0.002	0.003	0.000	0.003	0.001	0.000	0.000	0.001	0.001	0.000	0.002
Zape2	NODE_442_length_28342_cov_77.1	0.826	0.009	0.002	0.264	0.029	0.002	0.001	0.036	0.002	0.000	0.000	0.002	16578	52.498	28342	0.033	0.032	0.018	0.018	0.011	0.008	0.006	0.005	0.004	0.005	0.004	0.007	0.001	0.004	0.006	0.002	0.001	0.003	0.002	0.000
Zape2	NODE_2760_length_11145_cov_168.9	0.907	0.006	0.001	0.298	0.042	0.002	0.001	0.025	0.002	0.000	0.000	0.002	13370	113.623	11145	0.024	0.023	0.008	0.011	0.008	0.005	0.006	0.004	0.002	0.005	0.004	0.003	0.003	0.002	0.004	0.001	0.000	0.002	0.002	0.001
Zape2	NODE_294_length_32661_cov_81.6	0.819	0.006	0.001	0.200	0.031	0.002	0.001	0.016	0.001	0.000	0.000	0.001	21634	58.942	32661	0.015	0.015	0.012	0.010	0.009	0.006	0.005	0.008	0.003	0.003	0.004	0.002	0.004	0.002	0.003	0.003	0.002	0.004	0.004	0.003
Zape2	NODE_254_length_34209_cov_441.6	1.000	0.006	0.001	0.268	0.026	0.002	0.000	0.023	0.001	0.000	0.000	0.001	100019	280.795	34209	0.021	0.021	0.013	0.011	0.008	0.004	0.004	0.004	0.003	0.003	0.002	0.003	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002
Zape2	NODE_3189_length_10062_cov_69.4	0.683	0.011	0.003	0.261	0.048	0.004	0.002	0.042	0.004	0.000	0.000	0.004	5327	47.059	10062	0.043	0.031	0.017	0.023	0.024	0.013	0.009	0.003	0.001	0.009	0.006	0.006	0.007	0.004	0.001	0.006	0.001	0.006	0.011	0.001
Zape2	NODE_495_length_26897_cov_84.2	0.812	0.007	0.002	0.322	0.031	0.003	0.001	0.029	0.001	0.000	0.000	0.001	16962	56.402	26897	0.028	0.022	0.016	0.011	0.010	0.004	0.005	0.007	0.004	0.006	0.002	0.006	0.004	0.005	0.003	0.003	0.005	0.002	0.002	0.004
Zape2	NODE_197_length_37653_cov_54.7	0.777	0.005	0.001	0.336	0.067	0.003	0.001	0.021	0.002	0.000	0.000	0.002	16329	37.887	37653	0.018	0.022	0.007	0.007	0.008	0.003	0.005	0.002	0.002	0.002	0.002	0.005	0.003	0.002	0.003	0.003	0.003	0.002	0.003	0.005
Zape2	NODE_3899_length_8823_cov_436.3	0.998	0.006	0.001	0.237	0.053	0.003	0.001	0.015	0.001	0.000	0.000	0.002	24316	275.144	8823	0.013	0.017	0.009	0.011	0.008	0.003	0.006	0.004	0.004	0.005	0.003	0.003	0.005	0.004	0.004	0.003	0.003	0.004	0.004	0.003
Zape2	NODE_4065_length_8602_cov_231.3	0.964	0.007	0.001	0.140	0.062	0.001	0.002	0.018	0.002	0.000	0.000	0.003	15768	159.962	8602	0.011	0.022	0.014	0.016	0.015	0.005	0.007	0.005	0.004	0.004	0.004	0.001	0.004	0.002	0.003	0.004	0.003	0.003	0.001	0.005
Zape2	NODE_1093_length_19243_cov_135.2	0.859	0.006	0.001	0.272	0.046	0.003	0.001	0.019	0.001	0.000	0.000	0.002	15566	88.446	19243	0.019	0.017	0.012	0.008	0.010	0.004	0.004	0.005	0.007	0.005	0.006	0.003	0.006	0.006	0.002	0.002	0.002	0.002	0.004	0.003
Zape2	NODE_2312_length_12430_cov_76.3	0.677	0.007	0.002	0.319	0.035	0.002	0.001	0.032	0.002	0.000	0.000	0.002	6947	49.934	12430	0.032	0.022	0.019	0.014	0.006	0.008	0.003	0.004	0.002	0.000	0.004	0.002	0.007	0.002	0.002	0.003	0.005	0.000	0.002	0.004
Zape2	NODE_2861_length_10906_cov_70.2	0.697	0.009	0.002	0.385	0.029	0.004	0.001	0.042	0.002	0.000	0.000	0.002	5857	48.110	10906	0.043	0.026	0.021	0.012	0.010	0.008	0.004	0.005	0.000	0.003	0.003	0.007	0.003	0.005	0.004	0.005	0.004	0.007	0.003	0.002
Zape2	NODE_1484_length_16185_cov_243.8	0.984	0.011	0.001	0.261	0.080	0.008	0.001	0.023	0.002	0.000	0.000	0.003	30944	175.705	16185	0.020	0.027	0.013	0.012	0.014	0.010	0.007	0.011	0.006	0.011	0.012	0.008	0.008	0.009	0.011	0.008	0.007	0.007	0.006	0.008
Zape2	NODE_1691_length_14996_cov_81.6	0.757	0.009	0.002	0.321	0.047	0.003	0.001	0.040	0.003	0.000	0.000	0.003	9336	54.557	14996	0.037	0.034	0.016	0.024	0.008	0.004	0.005	0.002	0.003	0.004	0.005	0.003	0.002	0.005	0.004	0.006	0.005	0.003	0.004	0.001
Zape2	NODE_6181_length_6441_cov_42.1	0.438	0.005	0.001	0.305	0.116	0.002	0.001	0.019	0.004	0.000	0.000	0.004	1858	32.436	6441	0.022	0.007	0.013	0.013	0.000	0.006	0.005	0.000	0.000	0.011	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000
Zape2	NODE_526_length_25996_cov_90.3	0.829	0.008	0.002	0.264	0.024	0.003	0.001	0.030	0.001	0.000	0.000	0.001	17843	61.327	25996	0.029	0.026	0.016	0.016	0.008	0.008	0.007	0.005	0.004	0.004	0.006	0.005	0.006	0.003	0.003	0.002	0.002	0.002	0.003	0.002
Zape2	NODE_16690_length_3043_cov_34.2	0.527	0.011	0.004	0.364	0.147	0.004	0.004	0.052	0.012	0.000	0.000	0.012	871	26.085	3043	0.058	0.022	0.017	0.049	0.000	0.000	0.000	0.000	0.035	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016
Zape2	NODE_4040_length_8636_cov_60.0	0.558	0.010	0.002	0.182	0.107	0.005	0.003	0.024	0.004	0.000	0.000	0.005	3995	43.071	8636	0.014	0.027	0.023	0.019	0.022	0.003	0.007	0.009	0.005	0.007	0.002	0.008	0.002	0.013	0.005	0.007	0.010	0.005	0.013	0.003
Zape2	NODE_7723_length_5446_cov_60.7	0.432	0.005	0.001	0.184	0.182	0.002	0.003	0.012	0.004	0.000	0.000	0.005	2408	38.301	5446	0.007	0.019	0.000	0.013	0.013	0.003	0.000	0.005	0.003	0.008	0.003	0.000	0.000	0.002	0.005	0.000	0.008	0.002	0.000	0.007
Zape2	NODE_13084_length_3656_cov_19.8	0.232	0.001	0.001	0.298	1.732	0.002	0.002	0.002	0.005	1.000	1.000	0.006	582	14.635	3656	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_9715_length_4576_cov_34.1	0.307	0.005	0.001	0.990	5.388	0.005	0.001	0.006	0.005	0.982	0.992	0.005	1301	24.335	4576	0.006	0.000	0.013	0.013	0.014	0.007	0.006	0.007	0.000	0.000	0.000	0.006	0.012	0.007	0.000	0.000	0.006	0.000	0.006	0.000
Zape2	NODE_14918_length_3301_cov_23.0	0.301	0.018	0.004	0.084	3.590	0.017	0.023	0.018	0.012	0.772	0.788	0.015	570	16.252	3301	0.000	0.044	0.000	0.019	0.044	0.000	0.032	0.017	0.019	0.016	0.000	0.034	0.016	0.015	0.000	0.014	0.000	0.017	0.047	0.017
Zape2	NODE_7344_length_5662_cov_37.3	0.339	0.005	0.001	0.927	0.708	0.005	0.001	0.011	0.004	0.483	0.498	0.004	1517	24.329	5662	0.011	0.005	0.004	0.004	0.012	0.009	0.000	0.008	0.009	0.012	0.000	0.005	0.004	0.005	0.000	0.009	0.000	0.000	0.005	0.000
Zape2	NODE_16038_length_3130_cov_18.6	0.279	0.004	0.002	0.990	0.599	0.003	0.002	0.018	0.008	0.455	0.474	0.008	400	12.594	3130	0.018	0.000	0.000	0.014	0.031	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_12651_length_3746_cov_27.1	0.421	0.014	0.004	0.882	0.731	0.013	0.004	0.038	0.018	0.217	0.228	0.017	815	19.767	3746	0.038	0.015	0.014	0.025	0.031	0.000	0.000	0.000	0.000	0.013	0.017	0.039	0.000	0.014	0.000	0.000	0.012	0.068	0.000	0.000
Zape2	NODE_14055_length_3458_cov_15.6	0.232	0.004	0.002	0.052	0.511	0.000	0.022	0.007	0.007	0.209	0.223	0.009	436	11.274	3458	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_4121_length_8515_cov_32.5	0.455	0.012	0.002	0.433	0.229	0.010	0.002	0.029	0.007	0.052	0.056	0.006	2346	24.210	8515	0.029	0.024	0.005	0.009	0.020	0.029	0.010	0.000	0.009	0.010	0.010	0.009	0.005	0.005	0.014	0.005	0.009	0.016	0.013	0.005
Zape2	NODE_13675_length_3533_cov_15.6	0.245	0.004	0.002	0.115	0.251	0.000	0.008	0.011	0.006	0.048	0.052	0.008	411	10.742	3533	0.000	0.021	0.022	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_10742_length_4222_cov_47.5	0.422	0.009	0.003	0.236	0.459	0.007	0.005	0.017	0.010	0.044	0.048	0.011	1594	35.052	4222	0.007	0.033	0.000	0.029	0.000	0.010	0.009	0.000	0.000	0.000	0.000	0.018	0.036	0.009	0.000	0.000	0.016	0.000	0.010	0.000
Zape2	NODE_13558_length_3554_cov_175.4	0.892	0.011	0.001	0.990	0.476	0.010	0.001	0.022	0.006	0.041	0.045	0.005	4950	121.744	3554	0.022	0.009	0.015	0.018	0.006	0.005	0.008	0.022	0.018	0.011	0.013	0.008	0.008	0.009	0.008	0.005	0.004	0.018	0.008	0.006
Zape2	NODE_12732_length_3727_cov_40.7	0.347	0.002	0.001	0.237	0.207	0.001	0.001	0.008	0.003	0.025	0.028	0.003	1287	30.872	3727	0.008	0.009	0.000	0.008	0.000	0.000	0.007	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000
Zape2	NODE_15229_length_3253_cov_18.4	0.292	0.011	0.003	0.170	0.272	0.006	0.008	0.023	0.011	0.025	0.028	0.013	337	10.931	3253	0.015	0.042	0.000	0.018	0.000	0.039	0.016	0.000	0.017	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.016	0.000	0.017	0.000
Zape2	NODE_9429_length_4693_cov_72.0	0.596	0.009	0.001	0.435	0.183	0.007	0.001	0.024	0.005	0.017	0.020	0.004	2435	54.884	4693	0.022	0.023	0.008	0.015	0.005	0.009	0.004	0.008	0.005	0.004	0.009	0.004	0.018	0.004	0.008	0.000	0.011	0.012	0.008	0.012
Zape2	NODE_6925_length_5927_cov_23.7	0.309	0.002	0.001	0.281	0.142	0.000	0.001	0.011	0.003	0.016	0.019	0.003	1243	18.731	5927	0.010	0.012	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_5039_length_7460_cov_28.4	0.325	0.004	0.001	0.261	0.149	0.002	0.001	0.012	0.003	0.011	0.013	0.003	1332	18.354	7460	0.008	0.016	0.010	0.004	0.009	0.004	0.000	0.000	0.000	0.005	0.000	0.005	0.000	0.005	0.000	0.000	0.010	0.000	0.005	0.005
Zape2	NODE_13849_length_3500_cov_48.1	0.403	0.005	0.002	0.088	0.177	0.000	0.009	0.012	0.005	0.008	0.010	0.006	1411	36.921	3500	0.008	0.019	0.000	0.019	0.008	0.009	0.000	0.000	0.010	0.017	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.009	0.000	0.000
Zape2	NODE_12495_length_3783_cov_47.4	0.522	0.016	0.003	0.230	0.131	0.010	0.004	0.037	0.007	0.003	0.004	0.008	1442	35.495	3783	0.036	0.036	0.019	0.025	0.019	0.007	0.022	0.000	0.014	0.030	0.018	0.005	0.018	0.025	0.000	0.012	0.016	0.000	0.006	0.006
Zape2	NODE_5795_length_6766_cov_87.4	0.662	0.011	0.002	0.044	0.138	0.000	0.015	0.018	0.004	0.003	0.004	0.006	4227	66.714	6766	0.019	0.010	0.028	0.012	0.006	0.026	0.000	0.019	0.013	0.008	0.014	0.004	0.013	0.010	0.008	0.004	0.005	0.004	0.008	0.000
Zape2	NODE_8994_length_4868_cov_58.2	0.544	0.010	0.002	0.397	0.198	0.007	0.002	0.031	0.007	0.003	0.003	0.007	2189	41.570	4868	0.024	0.037	0.016	0.014	0.005	0.000	0.005	0.000	0.000	0.005	0.021	0.010	0.008	0.024	0.006	0.005	0.009	0.011	0.005	0.005
Zape2	NODE_15948_length_3142_cov_20.7	0.439	0.009	0.003	0.576	0.175	0.005	0.003	0.051	0.010	0.002	0.003	0.009	415	13.565	3142	0.053	0.017	0.031	0.000	0.000	0.000	0.014	0.014	0.030	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.013
Zape2	NODE_3349_length_9770_cov_62.9	0.564	0.009	0.001	0.196	0.164	0.006	0.003	0.018	0.004	0.002	0.003	0.005	4953	46.719	9770	0.011	0.025	0.018	0.008	0.008	0.006	0.016	0.004	0.000	0.017	0.008	0.011	0.002	0.006	0.002	0.004	0.004	0.006	0.010	0.010
Zape2	NODE_10143_length_4428_cov_70.0	0.469	0.005	0.001	0.279	0.139	0.003	0.001	0.015	0.003	0.001	0.001	0.004	1702	43.191	4428	0.011	0.019	0.006	0.011	0.010	0.000	0.000	0.006	0.000	0.000	0.003	0.007	0.004	0.000	0.007	0.008	0.003	0.004	0.003	0.000
Zape2	NODE_6290_length_6366_cov_23.0	0.446	0.007	0.002	0.712	0.166	0.004	0.002	0.041	0.006	0.001	0.001	0.006	1230	17.169	6366	0.041	0.010	0.018	0.000	0.007	0.008	0.000	0.000	0.000	0.009	0.007	0.000	0.021	0.009	0.000	0.000	0.008	0.000	0.000	0.000
Zape2	NODE_8366_length_5138_cov_25.1	0.390	0.004	0.002	0.766	0.132	0.002	0.001	0.034	0.004	0.000	0.001	0.004	793	15.957	5138	0.034	0.008	0.007	0.007	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000
