Sample_ID	Prediction_tool	Contig_ID	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_ID	CDS_count	PFAM_domains	MIBiG_ID	InterPro_ID
UT43	antiSMASH	NODE_4875_length_10296_cov_49.5	NRPS	NA	No	1	10296	10297	NA;DNCEDA_468070;DNCEDA_468075;DNCEDA_468080	3	AMP-binding;PP-binding;Condensation;NAD_binding_4	NA	NA
UT43	antiSMASH	NODE_491_length_34446_cov_58.2	Cyclic-lactone-autoinducer	NA	No	3660	24380	20722	NA;DNCEDA_123005;DNCEDA_123010;DNCEDA_123015;DNCEDA_123020;DNCEDA_123025;DNCEDA_123030;DNCEDA_123035;DNCEDA_123040;DNCEDA_123045;DNCEDA_123050;DNCEDA_123055;DNCEDA_123060;DNCEDA_123065;DNCEDA_123070;DNCEDA_123075;DNCEDA_123080;DNCEDA_123085;DNCEDA_123090;DNCEDA_123095;DNCEDA_123100;DNCEDA_123105	21	TIGR04223;AgrB	NA	NA
UT43	antiSMASH	NODE_5078_length_10060_cov_12.3	NI-siderophore	NA	No	1	8909	8910	NA;DNCEDA_477580;DNCEDA_477585;DNCEDA_477590;DNCEDA_477595;DNCEDA_477600;DNCEDA_477605;DNCEDA_477610;DNCEDA_477615	8	IucA_IucC	NA	NA
UT43	antiSMASH	NODE_5193_length_9922_cov_52.1	NRPS-like	NA	No	1	9922	9923	NA;DNCEDA_482845;DNCEDA_482850;DNCEDA_482855;DNCEDA_482860;DNCEDA_482865;DNCEDA_482870;DNCEDA_482875;DNCEDA_482880;DNCEDA_482885;DNCEDA_482890;DNCEDA_482895	11	AMP-binding;PP-binding;RmlD_sub_bind;NAD_binding_4	NA	NA
UT43	antiSMASH	NODE_5223_length_9890_cov_383.9	NRPS	NA	No	1	9890	9891	NA;DNCEDA_484370;DNCEDA_484375	2	AMP-binding;Condensation;PP-binding	NA	NA
UT43	antiSMASH	NODE_5238_length_9867_cov_78.3	RRE-containing	NA	No	1	9867	9868	NA;DNCEDA_485030;DNCEDA_485035;DNCEDA_485040;DNCEDA_485045;DNCEDA_485050;DNCEDA_485055;DNCEDA_485060;DNCEDA_485065;DNCEDA_485070;DNCEDA_485075;DNCEDA_485080;DNCEDA_485085;DNCEDA_485090;DNCEDA_485095	14	NTP_transf_5;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_531_length_33482_cov_1490.2	Terpene	NA	No	12993	33482	20491	NA;DNCEDA_129015;DNCEDA_129020;DNCEDA_129025;DNCEDA_129030;DNCEDA_129035;DNCEDA_129040;DNCEDA_129045;DNCEDA_129050;DNCEDA_129055;DNCEDA_129060;DNCEDA_129065;DNCEDA_129070;DNCEDA_129075;DNCEDA_129080;DNCEDA_129085;DNCEDA_129090;DNCEDA_129095;DNCEDA_129100;DNCEDA_129105;DNCEDA_129110	20	adh_short;adh_short_C2;Aminotran_5;Glycos_transf_1;phytoene_synt	NA	NA
UT43	antiSMASH	NODE_56_length_76201_cov_259.6	NRPS	NA	No	29887	76201	46316	NA;DNCEDA_28215;DNCEDA_28220;DNCEDA_28225;DNCEDA_28230;DNCEDA_28235;DNCEDA_28240;DNCEDA_28245;DNCEDA_28250;DNCEDA_28255;DNCEDA_28260;DNCEDA_28265;DNCEDA_28270;DNCEDA_28275;DNCEDA_28280;DNCEDA_28285;DNCEDA_28290;DNCEDA_28295;DNCEDA_28300;DNCEDA_28305;DNCEDA_28310;DNCEDA_28315;DNCEDA_28320;DNCEDA_28325;DNCEDA_28345;DNCEDA_28350;DNCEDA_28355;DNCEDA_28360;DNCEDA_28365;DNCEDA_28370;DNCEDA_28375;DNCEDA_28380;DNCEDA_28385;DNCEDA_28390;DNCEDA_28395;DNCEDA_28400;DNCEDA_28405;DNCEDA_28410;DNCEDA_28415;DNCEDA_28420;DNCEDA_28425;DNCEDA_28430;DNCEDA_28435;DNCEDA_28440;DNCEDA_28445;DNCEDA_28450;DNCEDA_28455;DNCEDA_28460;DNCEDA_28465;DNCEDA_28470;DNCEDA_28475;DNCEDA_28480;DNCEDA_28485;DNCEDA_28490;DNCEDA_28495;DNCEDA_28500;DNCEDA_28505;DNCEDA_28510;DNCEDA_28515	58	TIGR04223;AgrB;GATase_7;Condensation;AMP-binding;PP-binding;NAD_binding_4;Fer4_12;PF04055	NA	NA
UT43	antiSMASH	NODE_5868_length_9187_cov_47.3	Cyclic-lactone-autoinducer	NA	No	1	9187	9188	NA;DNCEDA_513805;DNCEDA_513810;DNCEDA_513815;DNCEDA_513820;DNCEDA_513825;DNCEDA_513830;DNCEDA_513835;DNCEDA_513840;DNCEDA_513845;DNCEDA_513850	10	AgrB;TIGR04223	NA	NA
UT43	antiSMASH	NODE_587_length_31836_cov_80.7	Cyclic-lactone-autoinducer	NA	No	127	20892	20767	NA;DNCEDA_137575;DNCEDA_137580;DNCEDA_137585;DNCEDA_137590;DNCEDA_137595;DNCEDA_137600;DNCEDA_137605;DNCEDA_137610;DNCEDA_137615;DNCEDA_137620;DNCEDA_137625;DNCEDA_137630;DNCEDA_137635;DNCEDA_137640;DNCEDA_137645;DNCEDA_137650;DNCEDA_137655;DNCEDA_137660;DNCEDA_137665	19	PF00561;Abhydrolase_6;Peptidase_S41;TIGR04223;AgrB	NA	NA
UT43	antiSMASH	NODE_58_length_75660_cov_249.6	Phosphonate	NA	No	1	16343	16344	NA;DNCEDA_28850;DNCEDA_28855;DNCEDA_28860;DNCEDA_28865;DNCEDA_28870;DNCEDA_28875;DNCEDA_28880;DNCEDA_28885;DNCEDA_28890;DNCEDA_28895;DNCEDA_28900;DNCEDA_28905;DNCEDA_28910	13	Metallophos_2;Polysacc_synt_2;RmlD_sub_bind;CTP_transf_like;phosphonates;PEP_mutase;TPP_enzyme_N;TPP_enzyme_C	NA	NA
UT43	antiSMASH	NODE_5916_length_9142_cov_174.6	T3PKS	NA	No	1	9142	9143	NA;DNCEDA_515985;DNCEDA_515990;DNCEDA_515995;DNCEDA_516000;DNCEDA_516005;DNCEDA_516010;DNCEDA_516015;DNCEDA_516020;DNCEDA_516025;DNCEDA_516030	10	Chal_sti_synt_N	NA	NA
UT43	antiSMASH	NODE_5939_length_9127_cov_75.1	NRPS	NA	No	1	9127	9128	NA;DNCEDA_517010;DNCEDA_517015;DNCEDA_517020;DNCEDA_517025;DNCEDA_517030;DNCEDA_517035	6	Condensation;AMP-binding;AMP-binding;PP-binding;Polysacc_synt_2;NAD_binding_4	NA	NA
UT43	antiSMASH	NODE_6017_length_9065_cov_50.1	RRE-containing	NA	No	1	9065	9066	NA;DNCEDA_520540;DNCEDA_520545;DNCEDA_520550;DNCEDA_520555;DNCEDA_520560;DNCEDA_520565;DNCEDA_520570;DNCEDA_520575;DNCEDA_520580;DNCEDA_520585	10	PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_6071_length_9016_cov_61.4	Ranthipeptide	NA	No	1	9016	9017	NA;DNCEDA_523025;DNCEDA_523030;DNCEDA_523035;DNCEDA_523040;DNCEDA_523045;DNCEDA_523050;DNCEDA_523055;DNCEDA_523060;DNCEDA_523065	9	TIGR03973;SCIFF	NA	NA
UT43	antiSMASH	NODE_6089_length_9004_cov_112.6	Cyclic-lactone-autoinducer	NA	No	1	9004	9005	NA;DNCEDA_523805;DNCEDA_523810;DNCEDA_523815;DNCEDA_523820;DNCEDA_523825;DNCEDA_523830;DNCEDA_523835;DNCEDA_523840;DNCEDA_523845	9	AgrB;TIGR04223	NA	NA
UT43	antiSMASH	NODE_6232_length_8859_cov_58.3	Ranthipeptide	NA	No	1	8859	8860	NA;DNCEDA_530060;DNCEDA_530065;DNCEDA_530070;DNCEDA_530075;DNCEDA_530080;DNCEDA_530085;DNCEDA_530090;DNCEDA_530095;DNCEDA_530100;DNCEDA_530105	10	TIGR03973;SCIFF	NA	NA
UT43	antiSMASH	NODE_626_length_30927_cov_64.4	Cyclic-lactone-autoinducer	NA	No	18100	30927	12829	NA;DNCEDA_143505;DNCEDA_143510;DNCEDA_143515;DNCEDA_143520;DNCEDA_143525;DNCEDA_143530;DNCEDA_143535;DNCEDA_143540;DNCEDA_143545;DNCEDA_143550;DNCEDA_143555;DNCEDA_143560;DNCEDA_143565;DNCEDA_143570	14	PP-binding;PF04055;Fer4_12;TIGR04085;Peptidase_S8;AgrB;TIGR04223	NA	NA
UT43	antiSMASH	NODE_6349_length_8734_cov_26.7	Lanthipeptide-class-ii	NA	No	1	8734	8735	NA;DNCEDA_535360;DNCEDA_535365;DNCEDA_535370;DNCEDA_535375;allorf_6148_6333;allorf_6159_6353;DNCEDA_535380;allorf_6892_7062;allorf_6894_7115;allorf_6926_7120;DNCEDA_535385;DNCEDA_535390	12	DUF4135;LANC_like;Peptidase_S41	NA	NA
UT43	antiSMASH	NODE_646_length_30508_cov_56.4	Cyclic-lactone-autoinducer	NA	No	8336	29087	20753	NA;DNCEDA_146250;DNCEDA_146255;DNCEDA_146260;DNCEDA_146265;DNCEDA_146270;DNCEDA_146275;DNCEDA_146280;DNCEDA_146285;DNCEDA_146290;DNCEDA_146295;DNCEDA_146300;DNCEDA_146305;DNCEDA_146310;DNCEDA_146315;DNCEDA_146320;DNCEDA_146325;DNCEDA_146330;DNCEDA_146335;DNCEDA_146340;DNCEDA_146345	20	TIGR04223;AgrB	NA	NA
UT43	antiSMASH	NODE_6485_length_8623_cov_45.7	Terpene	NA	No	1	8623	8624	NA;DNCEDA_541385;DNCEDA_541390;DNCEDA_541395;DNCEDA_541400;DNCEDA_541405;DNCEDA_541410;DNCEDA_541415;DNCEDA_541420;DNCEDA_541425	9	PF04055;phytoene_synt	NA	NA
UT43	antiSMASH	NODE_6495_length_8615_cov_59.6	Cyclic-lactone-autoinducer	NA	No	1	8615	8616	NA;DNCEDA_541900;DNCEDA_541905;DNCEDA_541910;DNCEDA_541915;DNCEDA_541920;DNCEDA_541925;DNCEDA_541930;DNCEDA_541935;DNCEDA_541940;DNCEDA_541945;DNCEDA_541950	11	AgrB	NA	NA
UT43	antiSMASH	NODE_6533_length_8585_cov_42.3	NRPS	NA	No	1	8585	8586	NA;DNCEDA_543405;DNCEDA_543410;DNCEDA_543415	3	ATP-grasp_3;Condensation;AMP-binding;PP-binding	NA	NA
UT43	antiSMASH	NODE_653_length_30322_cov_129.2	Arylpolyene	NA	No	1	30322	30323	NA;DNCEDA_147200;DNCEDA_147205;DNCEDA_147210;DNCEDA_147215;DNCEDA_147220;DNCEDA_147225;DNCEDA_147230;DNCEDA_147235;DNCEDA_147240;DNCEDA_147245;DNCEDA_147250;DNCEDA_147255;DNCEDA_147260;DNCEDA_147265;DNCEDA_147270;DNCEDA_147275;DNCEDA_147280;DNCEDA_147285;DNCEDA_147290;DNCEDA_147295;DNCEDA_147300;DNCEDA_147305;DNCEDA_147310;DNCEDA_147315;DNCEDA_147320;DNCEDA_147325;DNCEDA_147330;DNCEDA_147335;DNCEDA_147340	29	PP-binding;APE_KS2;PP-binding;APE_KS2;Glycos_transf_2;Peptidase_S9;AMP-binding;APE_KS1;adh_short	NA	NA
UT43	antiSMASH	NODE_6709_length_8432_cov_25.3	RiPP-like	NA	No	1	7287	7288	NA;DNCEDA_550530;DNCEDA_550535;DNCEDA_550540;DNCEDA_550545;DNCEDA_550550	5	TIGR01193;Peptidase_C39	NA	NA
UT43	antiSMASH	NODE_670_length_29848_cov_67.0	RRE-containing	NA	No	1	14405	14406	NA;DNCEDA_149655;DNCEDA_149660;DNCEDA_149665;DNCEDA_149670;DNCEDA_149675;DNCEDA_149680;DNCEDA_149685;DNCEDA_149690;DNCEDA_149695;DNCEDA_149700;DNCEDA_149705;DNCEDA_149710;DNCEDA_149715;DNCEDA_149720;DNCEDA_149725	15	PF04055;Fer4_12;Stand_Alone_Lasso_RRE;PF05402	NA	NA
UT43	antiSMASH	NODE_6718_length_8423_cov_12.8	Arylpolyene	NA	No	1	8423	8424	NA;DNCEDA_550925;DNCEDA_550930;DNCEDA_550935;DNCEDA_550940;DNCEDA_550945;DNCEDA_550950;DNCEDA_550955;DNCEDA_550960;DNCEDA_550965	9	APE_KS1	NA	NA
UT43	antiSMASH	NODE_673_length_29821_cov_83.8	NRPS	NA	No	1062	29821	28761	NA;DNCEDA_150185;DNCEDA_150190;DNCEDA_150195;DNCEDA_150200;DNCEDA_150205;DNCEDA_150210;DNCEDA_150215;DNCEDA_150220;DNCEDA_150225;DNCEDA_150230;DNCEDA_150235;DNCEDA_150240;DNCEDA_150245;DNCEDA_150250;DNCEDA_150255;DNCEDA_150260;DNCEDA_150265;DNCEDA_150270;DNCEDA_150275;DNCEDA_150280;DNCEDA_150285;DNCEDA_150290;DNCEDA_150295;DNCEDA_150300;DNCEDA_150305;DNCEDA_150310	26	AMP-binding;PP-binding;Condensation;RmlD_sub_bind;NAD_binding_4	NA	NA
UT43	antiSMASH	NODE_6913_length_8234_cov_52.4	NRPS	NA	No	1	8234	8235	NA;DNCEDA_558665;DNCEDA_558670;DNCEDA_558675;DNCEDA_558680	4	Condensation;AMP-binding;PP-binding;NAD_binding_4;RmlD_sub_bind	NA	NA
UT43	antiSMASH	NODE_6968_length_8190_cov_36.6	RRE-containing	NA	No	1	8190	8191	NA;DNCEDA_560845;DNCEDA_560850;DNCEDA_560855;DNCEDA_560860;DNCEDA_560865;DNCEDA_560870;DNCEDA_560875;DNCEDA_560880;DNCEDA_560885;DNCEDA_560890;DNCEDA_560895	11	Fer4_12;SPASM;Subtilosin_rSAM_RRE;Stand_Alone_Lasso_RRE;PF05402;PF04055	NA	NA
UT43	antiSMASH	NODE_7051_length_8113_cov_46.4	T3PKS	NA	No	1	8113	8114	NA;DNCEDA_563940;DNCEDA_563945;DNCEDA_563950;DNCEDA_563955;DNCEDA_563960;DNCEDA_563965;DNCEDA_563970;DNCEDA_563975	8	Chal_sti_synt_N;Chal_sti_synt_C	NA	NA
UT43	antiSMASH	NODE_7104_length_8075_cov_46.3	Terpene	NA	No	1	8075	8076	NA;DNCEDA_565990;DNCEDA_565995;DNCEDA_566000;DNCEDA_566005;DNCEDA_566010;DNCEDA_566015;DNCEDA_566020;DNCEDA_566025;DNCEDA_566030	9	phytoene_synt	NA	NA
UT43	antiSMASH	NODE_7143_length_8045_cov_104.4	Cyclic-lactone-autoinducer	NA	No	1	8045	8046	NA;DNCEDA_567495;DNCEDA_567500;DNCEDA_567505;DNCEDA_567510;DNCEDA_567515;DNCEDA_567520;DNCEDA_567525;DNCEDA_567530;DNCEDA_567535	9	AgrB	NA	NA
UT43	antiSMASH	NODE_76_length_69211_cov_95.4	RRE-containing	NA	Yes	37827	58090	20265	NA;DNCEDA_34995;DNCEDA_35000;DNCEDA_35005;DNCEDA_35010;DNCEDA_35015;DNCEDA_35020;DNCEDA_35025;DNCEDA_35030;DNCEDA_35035;DNCEDA_35040;DNCEDA_35045;DNCEDA_35050;DNCEDA_35055;DNCEDA_35060;DNCEDA_35065;DNCEDA_35070;DNCEDA_35075;DNCEDA_35080;DNCEDA_35085;DNCEDA_35090;DNCEDA_35095;DNCEDA_35100;DNCEDA_35145;DNCEDA_35150;DNCEDA_35155;DNCEDA_35160;DNCEDA_35165;DNCEDA_35170;DNCEDA_35175;DNCEDA_35180;DNCEDA_35185;DNCEDA_35190;DNCEDA_35195;DNCEDA_35200;DNCEDA_35205;DNCEDA_35210	36	AMP-binding;HMGL-like;AMP-binding;PF04055;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_7855_length_7527_cov_45.2	Arylpolyene	NA	No	1	7527	7528	NA;DNCEDA_594230;DNCEDA_594235;DNCEDA_594240;DNCEDA_594245;DNCEDA_594250;DNCEDA_594255;DNCEDA_594260;DNCEDA_594265;DNCEDA_594270	9	t2fas;PP-binding;APE_KS2	NA	NA
UT43	antiSMASH	NODE_8035_length_7401_cov_43.4	RRE-containing	NA	No	1	7401	7402	NA;DNCEDA_600680;DNCEDA_600685;DNCEDA_600690;DNCEDA_600695;DNCEDA_600700;DNCEDA_600705;DNCEDA_600710	7	Pantocin_Microcin_RRE;ThiF	NA	NA
UT43	antiSMASH	NODE_808_length_27628_cov_71.6	RRE-containing	NA	No	1	11733	11734	NA;DNCEDA_168355;DNCEDA_168360;DNCEDA_168365;DNCEDA_168370;DNCEDA_168375;DNCEDA_168380;DNCEDA_168385;DNCEDA_168390	8	PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_8425_length_7165_cov_1256.6	T3PKS	NA	No	1	7165	7166	NA;DNCEDA_614475;DNCEDA_614480;DNCEDA_614485;DNCEDA_614490;DNCEDA_614495;DNCEDA_614500;DNCEDA_614505;DNCEDA_614510	8	Chal_sti_synt_N;Chal_sti_synt_C	NA	NA
UT43	antiSMASH	NODE_853_length_26912_cov_61.9	Betalactone	NA	No	12422	26912	14492	NA;DNCEDA_173910;DNCEDA_173915;DNCEDA_173920;DNCEDA_173925;DNCEDA_173930;DNCEDA_173935;DNCEDA_173940;DNCEDA_173945;DNCEDA_173950;DNCEDA_173955;DNCEDA_173960;DNCEDA_173965	12	HMGL-like;AMP-binding	NA	NA
UT43	antiSMASH	NODE_8622_length_7019_cov_36.6	RRE-containing	NA	No	1	7019	7020	NA;DNCEDA_621450;DNCEDA_621455;DNCEDA_621460;DNCEDA_621465;DNCEDA_621470	5	PF05402;Stand_Alone_Lasso_RRE;RmlD_sub_bind	NA	NA
UT43	antiSMASH	NODE_8706_length_6967_cov_45.5	RRE-containing	NA	No	1	6967	6968	NA;DNCEDA_624265;DNCEDA_624270;DNCEDA_624275;DNCEDA_624280;DNCEDA_624285;DNCEDA_624290;DNCEDA_624295;DNCEDA_624300;DNCEDA_624305	9	PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_873_length_26522_cov_61.3	Thioamitides	NA	No	6434	26522	20090	NA;DNCEDA_176275;DNCEDA_176280;DNCEDA_176285;DNCEDA_176290;DNCEDA_176295;DNCEDA_176300;DNCEDA_176305;DNCEDA_176310;DNCEDA_176315;DNCEDA_176320;DNCEDA_176325;DNCEDA_176330;DNCEDA_176335;DNCEDA_176340;DNCEDA_176345;DNCEDA_176350;DNCEDA_176355;DNCEDA_176360;DNCEDA_176365;DNCEDA_176370;DNCEDA_176375;DNCEDA_176380;DNCEDA_176385;DNCEDA_176390	24	ATP-grasp;Dala_Dala_lig_C;TfuA;YcaO;Aldedh	NA	NA
UT43	antiSMASH	NODE_878_length_26477_cov_53.3	NRPS	NA	No	1	26477	26478	NA;DNCEDA_176890;DNCEDA_176895;DNCEDA_176900;DNCEDA_176905;DNCEDA_176910;DNCEDA_176915;DNCEDA_176920;DNCEDA_176925;DNCEDA_176930;DNCEDA_176935;DNCEDA_176940;DNCEDA_176945;DNCEDA_176950	13	Condensation;AMP-binding;PP-binding;PKS_KS;PP-binding;PP-binding;tra_KS;ATd;tra_KS;adh_short;PP-binding;ADH_N;ADH_zinc_N;PKS_AT;PP-binding;Glycos_transf_2	NA	NA
UT43	antiSMASH	NODE_8820_length_6900_cov_34.7	RRE-containing	NA	No	1	6900	6901	NA;DNCEDA_628250;DNCEDA_628255;DNCEDA_628260;DNCEDA_628265;DNCEDA_628270;DNCEDA_628275;DNCEDA_628280;DNCEDA_628285	8	Other_Sactipeptide_rSAM_RRE;Fer4_12	NA	NA
UT43	antiSMASH	NODE_8840_length_6889_cov_25.7	NI-siderophore	NA	No	1	6889	6890	NA;DNCEDA_628985;DNCEDA_628990;DNCEDA_628995;DNCEDA_629000;DNCEDA_629005	5	IucA_IucC;IucA_IucC;AMP-binding;PP-binding	NA	NA
UT43	antiSMASH	NODE_8851_length_6883_cov_18.5	Lanthipeptide-class-i	NA	No	1	6883	6884	NA;allorf_0464_0634;DNCEDA_629350;DNCEDA_629355;DNCEDA_629360;DNCEDA_629365	5	Lant_dehydr_N;Lant_dehydr_N;Lanthipeptide_LanB_RRE;Lant_dehydr_C;LANC_like	NA	NA
UT43	antiSMASH	NODE_8949_length_6826_cov_67.7	Cyclic-lactone-autoinducer	NA	No	1	6826	6827	NA;DNCEDA_632520;DNCEDA_632525;DNCEDA_632530;DNCEDA_632535;DNCEDA_632540;DNCEDA_632545;DNCEDA_632550;DNCEDA_632555	8	AgrB;Polysacc_synt	NA	NA
UT43	antiSMASH	NODE_8968_length_6819_cov_52.7	RiPP-like	NA	No	1	6819	6820	NA;DNCEDA_633165;DNCEDA_633170;DNCEDA_633175;DNCEDA_633180	4	YcaO	NA	NA
UT43	antiSMASH	NODE_9106_length_6747_cov_248.1	Lanthipeptide-class-i	NA	No	1	6747	6748	NA;DNCEDA_637945;DNCEDA_637950;DNCEDA_637955;DNCEDA_637960;DNCEDA_637965;DNCEDA_637970;DNCEDA_637975;DNCEDA_637980;DNCEDA_637985;DNCEDA_637990	10	Lant_dehydr_N;LANC_like	NA	NA
UT43	antiSMASH	NODE_9185_length_6700_cov_166.9	Terpene	NA	No	1	6700	6701	NA;DNCEDA_640705;DNCEDA_640710;DNCEDA_640715;DNCEDA_640720;DNCEDA_640725;DNCEDA_640730	6	Glycos_transf_1;phytoene_synt	NA	NA
UT43	antiSMASH	NODE_9322_length_6631_cov_52.1	Arylpolyene	NA	No	1	6631	6632	NA;DNCEDA_645065;DNCEDA_645070;DNCEDA_645075;DNCEDA_645080;DNCEDA_645085;DNCEDA_645090;DNCEDA_645095	7	APE_KS2	NA	NA
UT43	antiSMASH	NODE_940_length_25566_cov_77.1	RRE-containing	NA	No	14293	25566	11275	NA;DNCEDA_184180;DNCEDA_184185;DNCEDA_184190;DNCEDA_184195;DNCEDA_184200;DNCEDA_184205;DNCEDA_184210	7	PF04055;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT43	antiSMASH	NODE_9442_length_6570_cov_110.6	T3PKS	NA	No	1	6570	6571	NA;DNCEDA_648835;DNCEDA_648840;DNCEDA_648845;DNCEDA_648850;DNCEDA_648855;DNCEDA_648860	6	Chal_sti_synt_N;Glycos_transf_1	NA	NA
UT43	antiSMASH	NODE_9452_length_6567_cov_43.3	RiPP-like	NA	No	1	6567	6568	NA;DNCEDA_649220;DNCEDA_649225;DNCEDA_649230;DNCEDA_649235;DNCEDA_649240	5	YcaO	NA	NA
UT43	antiSMASH	NODE_957_length_25350_cov_148.8	Redox-cofactor	NA	No	1	15878	15879	NA;DNCEDA_186245;DNCEDA_186250;DNCEDA_186255;DNCEDA_186260;DNCEDA_186265;DNCEDA_186270;DNCEDA_186275;DNCEDA_186280;DNCEDA_186285;DNCEDA_186290;DNCEDA_186295;DNCEDA_186300;DNCEDA_186305;DNCEDA_186310	14	TIGR02111;PqqD_RRE;PF05402;PF04055;Fer4_12;SPASM	NA	NA
UT43	antiSMASH	NODE_9787_length_6392_cov_135.9	Cyclic-lactone-autoinducer	NA	No	1	6392	6393	NA;DNCEDA_659695;DNCEDA_659700;DNCEDA_659705;DNCEDA_659710;DNCEDA_659715;DNCEDA_659720;DNCEDA_659725	7	TIGR04223;AgrB	NA	NA
UT43	antiSMASH	NODE_9992_length_6298_cov_110.3	RiPP-like	NA	No	1	6298	6299	NA;DNCEDA_666020;DNCEDA_666025;DNCEDA_666030;DNCEDA_666035;DNCEDA_666040;DNCEDA_666045;DNCEDA_666050	7	Lactococcin_972	NA	NA
UT43	antiSMASH	NODE_9_length_142043_cov_262.2	RRE-containing	NA	Yes	107871	128137	20268	NA;DNCEDA_07165;DNCEDA_07170;DNCEDA_07175;DNCEDA_07180;DNCEDA_07185;DNCEDA_07190;DNCEDA_07195;DNCEDA_07200;DNCEDA_07205;DNCEDA_07210;DNCEDA_07215;DNCEDA_07220;DNCEDA_07225;DNCEDA_07230;DNCEDA_07235;DNCEDA_07240;DNCEDA_07245;DNCEDA_07250;DNCEDA_07255;DNCEDA_07260;DNCEDA_07265;DNCEDA_07270;DNCEDA_07275;DNCEDA_07360;DNCEDA_07365;DNCEDA_07370;DNCEDA_07375;DNCEDA_07380;DNCEDA_07385;DNCEDA_07390;DNCEDA_07395;DNCEDA_07400;DNCEDA_07405;DNCEDA_07410;DNCEDA_07415;DNCEDA_07420;DNCEDA_07425;DNCEDA_07430;DNCEDA_07435;DNCEDA_07440;DNCEDA_07445;DNCEDA_07450;DNCEDA_07455;DNCEDA_07460;DNCEDA_07465	45	Fe-ADH;DegT_DnrJ_EryC1;Aminotran_1_2;Aminotran_5;HMGL-like;AMP-binding;TPP_enzyme_C;AMP-binding;PF00881;NTP_transf_5;PF05402;Stand_Alone_Lasso_RRE;PF00561;Abhydrolase_6;Dala_Dala_lig_N;Dala_Dala_lig_C	NA	NA
Zape1	antiSMASH	NODE_1048_length_20917_cov_89.8	RRE-containing	NA	No	4116	20917	16803	NA;CPFAFB_153230;CPFAFB_153235;CPFAFB_153240;CPFAFB_153245;CPFAFB_153250;CPFAFB_153255;CPFAFB_153260;CPFAFB_153265;CPFAFB_153270;CPFAFB_153275;CPFAFB_153280;CPFAFB_153285	12	PF05402;Stand_Alone_Lasso_RRE	NA	NA
Zape1	antiSMASH	NODE_10738_length_6254_cov_18.9	RRE-containing	NA	No	1	6254	6255	NA;CPFAFB_580710;CPFAFB_580715;CPFAFB_580720;CPFAFB_580725;CPFAFB_580730;CPFAFB_580735;CPFAFB_580740	7	PF05402;Stand_Alone_Lasso_RRE	NA	NA
Zape1	antiSMASH	NODE_108_length_49905_cov_102.8	NRPS-like	NA	No	1	32793	32794	NA;CPFAFB_33415;CPFAFB_33420;CPFAFB_33425;CPFAFB_33430;CPFAFB_33435;CPFAFB_33440;CPFAFB_33445;CPFAFB_33450;CPFAFB_33455;CPFAFB_33460;CPFAFB_33465;CPFAFB_33470;CPFAFB_33475;CPFAFB_33480;CPFAFB_33485;CPFAFB_33490;CPFAFB_33495;CPFAFB_33500;CPFAFB_33505;CPFAFB_33510;CPFAFB_33515;CPFAFB_33520;CPFAFB_33525;CPFAFB_33530;CPFAFB_33535;CPFAFB_33540;CPFAFB_33545;CPFAFB_33550	28	Glycos_transf_1;Glycos_transf_2;PP-binding;AMP-binding;Metallophos_2;t2fas;PP-binding;adh_short;adh_short_C2;PKS_AT	NA	NA
Zape1	antiSMASH	NODE_1097_length_20480_cov_258.0	Phosphonate	NA	No	1	13094	13095	NA;CPFAFB_157885;CPFAFB_157890;CPFAFB_157895;CPFAFB_157900;CPFAFB_157905;CPFAFB_157910;CPFAFB_157915;CPFAFB_157920;CPFAFB_157925	9	Polysacc_synt;Aminotran_5;TPP_enzyme_N;TPP_enzyme_C;CTP_transf_like;phosphonates;PEP_mutase;AMP-binding	NA	NA
Zape1	antiSMASH	NODE_109_length_49870_cov_111.1	Ranthipeptide	NA	No	37541	49870	12331	CPFAFB_33800;CPFAFB_33805;CPFAFB_33810;CPFAFB_33815;CPFAFB_33820;CPFAFB_33825;CPFAFB_33830;CPFAFB_33835;CPFAFB_33840	9	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;TIGR03973;SCIFF	NA	NA
Zape1	antiSMASH	NODE_11156_length_6104_cov_54.5	Cyclic-lactone-autoinducer	NA	No	1	6104	6105	NA;CPFAFB_592275;CPFAFB_592280;CPFAFB_592285;CPFAFB_592290;CPFAFB_592295;CPFAFB_592300;CPFAFB_592305;CPFAFB_592310	8	AgrB	NA	NA
Zape1	antiSMASH	NODE_11170_length_6099_cov_46.2	RRE-containing	NA	No	1	6099	6100	NA;CPFAFB_592655;CPFAFB_592660;CPFAFB_592665	3	Ranthipeptide_rSAM_RRE;Fer4_12;TIGR04085;SPASM	NA	NA
