sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
UT30	NODE_1269_length_66011_cov_78.0	3414	genus	Desulfovibrio	78	77	61	0.9	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio
UT30	NODE_1790_length_56171_cov_416.4	2561	genus	Ruminococcus	58	56	35	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus
UT30	NODE_2420_length_47914_cov_33.0	2	superkingdom	Bacteria	7	6	5	0.97	d_Bacteria
UT30	NODE_3466_length_39501_cov_36.7	8781	species	Ruminococcus F champanellensis	56	50	28	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
UT30	NODE_4404_length_34453_cov_23.2	15864	species	Merdousia sp000438015	35	30	22	0.84	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp000438015
Zape1	NODE_863_length_22861_cov_67.8	4210	species	Fimenecus sp004556705	30	30	21	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Fimenecus;s_Fimenecus sp004556705
Zape1	NODE_2807_length_13153_cov_99.5	838	species	UBA11524 sp000437595	15	14	10	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_UBA11524;s_UBA11524 sp000437595
Zape1	NODE_6390_length_8502_cov_41.1	165	order	Bacteroidales	8	8	6	0.83	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
Zape1	NODE_14128_length_5262_cov_22.1	61333	species	Acinetobacter equi	5	5	5	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter equi
Zape1	NODE_23009_length_3777_cov_21.5	9561	species	UBA4372 sp900543815	3	3	2	0.67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA4372;s_UBA4372 sp900543815
Zape2	NODE_442_length_28342_cov_77.1	2	superkingdom	Bacteria	5	3	2	0.67	d_Bacteria
Zape2	NODE_2859_length_10915_cov_80.4	1	no rank	root	1	1	1	1.0	-_root
Zape2	NODE_8621_length_5023_cov_70.3	43	genus	Enterococcus B	4	4	3	0.75	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B
AW107	NODE_211_length_30265_cov_114.8	9602	genus	Hallerella	30	28	17	0.61	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Hallerella
AW107	NODE_2741_length_9561_cov_75.3	24924	species	Merdousia sp900546565	9	9	8	0.86	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900546565
UT43	NODE_11573_length_5649_cov_170.3	28789	species	Planococcus sp014836985	5	5	4	0.55	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus sp014836985
UT43	NODE_20848_length_3602_cov_32.7	286	family	Lachnospiraceae	6	5	4	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW110A	NODE_1442_length_15777_cov_62.7	51924	species	Arthrobacter B gandavensis	24	24	12	0.59	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
AW110A	NODE_9437_length_5470_cov_30.7	3924	species	Ruminococcus C sp000433635	7	7	4	0.78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus C;s_Ruminococcus C sp000433635
UT30	NODE_33_length_221222_cov_161.9	9561	species	UBA4372 sp900543815	197	191	128	0.72	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA4372;s_UBA4372 sp900543815
UT30	NODE_257_length_125925_cov_215.9	4135	genus	UBA7173	130	113	48	0.53	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_UBA7173
UT30	NODE_572_length_94441_cov_114.4	4472	species	SFMI01 sp004556155	97	91	63	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_SFMI01;s_SFMI01 sp004556155
UT30	NODE_1062_length_71812_cov_173.9	638	genus	Cryptobacteroides	74	69	46	0.64	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides
UT30	NODE_1529_length_60283_cov_166.6	37	class	Clostridia	57	52	35	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_2146_length_51373_cov_36.9	20650	species	Falcatimonas sp018918265	48	46	43	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Falcatimonas;s_Falcatimonas sp018918265
AW110A	NODE_4920_length_8289_cov_35.3	1613	species	Blautia A sp003471165	4	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A sp003471165
AW110A	NODE_19005_length_3334_cov_23.4	12313	species	Coprococcus A sp900548825	5	5	4	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus A;s_Coprococcus A sp900548825
UT30	NODE_159_length_147011_cov_31.2	20711	species	CAG-510 sp900550475	137	128	85	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-510;s_CAG-510 sp900550475
UT30	NODE_427_length_106929_cov_98.5	2320	species	PeH17 sp000435055	135	130	82	0.77	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
UT30	NODE_815_length_80722_cov_34.3	2	superkingdom	Bacteria	30	23	17	0.56	d_Bacteria
UT30	NODE_1283_length_65774_cov_162.6	2328	species	Prevotella sp900313215	79	76	40	0.63	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900313215
UT30	NODE_1817_length_55798_cov_239.9	22661	species	UMGS1781 sp900554635	72	72	51	0.81	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_UMGS1781;s_UMGS1781 sp900554635
UT30	NODE_2432_length_47835_cov_39.3	24265	species	Lachnospira sp900547255	39	35	26	0.81	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900547255
UT30	NODE_3531_length_39125_cov_261.6	332	genus	Ruminococcus E	39	38	34	0.96	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus E
UT30	NODE_4540_length_33841_cov_86.3	8658	species	CAG-95 sp900066375	41	39	16	0.53	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-95;s_CAG-95 sp900066375
UT30	NODE_87123_length_3074_cov_13.2	6355	genus	UBA737	6	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA737
Zape1	NODE_907_length_22314_cov_61.9	6165	genus	UBA1436	17	16	16	1.0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_Elusimicrobiaceae;g_UBA1436
Zape1	NODE_3237_length_12226_cov_40.9	8708	species	CAG-177 sp000431775	8	8	7	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
Zape1	NODE_7015_length_8065_cov_26.0	4021	genus	CAG-115	7	7	6	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_CAG-115
Zape1	NODE_15152_length_5021_cov_28.5	20766	species	Merdousia sp900548275	5	4	3	0.67	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900548275
Zape1	NODE_23419_length_3726_cov_36.8	37	class	Clostridia	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape2	NODE_495_length_26897_cov_84.2	1	no rank	root	5	3	3	1.0	-_root
Zape2	NODE_3105_length_10244_cov_85.7	1	no rank	root	4	3	3	1.0	-_root
Zape2	NODE_9715_length_4576_cov_34.1	166	family	Bacteroidaceae	4	4	3	0.53	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae
AW107	NODE_222_length_29903_cov_73.5	28800	species	Acetatifactor sp900554205	29	27	23	0.91	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp900554205
Zape2	NODE_8366_length_5138_cov_25.1	25	order	Mycobacteriales	6	6	3	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales
AW107	NODE_186_length_31530_cov_152.0	8781	species	Ruminococcus F champanellensis	44	40	24	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
AW107	NODE_2094_length_10989_cov_37.2	6404	genus	Bruticola	4	4	2	0.5	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola
AW107	NODE_10484_length_4496_cov_12.4	24	class	Actinomycetia	3	3	2	0.93	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
AW107	NODE_21383_length_3031_cov_25.0	8708	species	CAG-177 sp000431775	3	2	1	0.96	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
Zape3	NODE_809_length_26257_cov_101.0	2	superkingdom	Bacteria	4	3	2	0.67	d_Bacteria
Zape3	NODE_2706_length_11656_cov_97.1	2	superkingdom	Bacteria	7	7	5	0.79	d_Bacteria
Zape3	NODE_9991_length_4619_cov_17.4	17467	species	Eubacterium R sp900540235	7	7	4	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R;s_Eubacterium R sp900540235
AW108	NODE_222_length_53990_cov_160.8	2	superkingdom	Bacteria	16	14	9	0.79	d_Bacteria
AW108	NODE_1909_length_14420_cov_33.6	12857	genus	CAG-590	13	13	11	0.85	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590
Zape3	NODE_10054_length_4599_cov_24.1	374	genus	Prevotella	6	6	5	0.69	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
AW108	NODE_273_length_48012_cov_148.8	37	class	Clostridia	49	46	33	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia
AW108	NODE_1962_length_14179_cov_47.5	24265	species	Lachnospira sp900547255	12	12	10	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900547255
AW108	NODE_5073_length_7356_cov_29.3	14644	species	RUG572 sp900547945	8	8	5	0.58	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_RUG572;s_RUG572 sp900547945
AW108	NODE_15050_length_3611_cov_28.6	4021	genus	CAG-115	8	7	5	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_CAG-115
UT43	NODE_428_length_36560_cov_82.6	8708	species	CAG-177 sp000431775	40	39	27	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
UT43	NODE_1906_length_17816_cov_84.3	330	order	Oscillospirales	16	16	8	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT43	NODE_3685_length_12222_cov_91.2	8496	genus	Planococcus	13	12	11	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus
UT43	NODE_7051_length_8113_cov_46.4	26045	species	Arthrobacter B yangruifuii	11	11	6	0.55	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B yangruifuii
UT43	NODE_12840_length_5227_cov_106.9	69045	species	Desemzia sp016892605	8	8	5	0.79	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Desemzia;s_Desemzia sp016892605
Zape1	NODE_12570_length_5660_cov_35.2	20766	species	Merdousia sp900548275	7	7	6	0.99	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900548275
Zape1	NODE_20803_length_4054_cov_22.4	39074	species	CAG-353 sp017848125	4	3	1	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_CAG-353;s_CAG-353 sp017848125
Zape2	NODE_229_length_35688_cov_78.8	927	genus	Lachnospira	44	42	32	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
Zape2	NODE_2492_length_11891_cov_66.6	927	genus	Lachnospira	11	11	10	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
Zape2	NODE_8019_length_5303_cov_28.2	1783	species	Turicibacter sanguinis	7	7	5	0.67	d_Bacteria;p_Firmicutes;c_Bacilli;o_Haloplasmatales A;f_Turicibacteraceae;g_Turicibacter;s_Turicibacter sanguinis
AW107	NODE_132_length_36902_cov_113.9	2320	species	PeH17 sp000435055	42	38	26	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
AW107	NODE_1671_length_12386_cov_122.8	165	order	Bacteroidales	10	9	8	0.88	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
AW107	NODE_10188_length_4565_cov_26.2	2548	species	Phil1 sp001940855	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
AW107	NODE_20637_length_3090_cov_14.7	16585	species	CAG-83 sp900551355	5	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83;s_CAG-83 sp900551355
Zape3	NODE_718_length_28456_cov_104.7	77724	species	Prevotella colorans	30	29	15	0.52	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella colorans
AW108	NODE_8511_length_5263_cov_19.0	37	class	Clostridia	2	1	1	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_45_length_83781_cov_156.1	166	family	Bacteroidaceae	91	83	40	0.51	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae
UT43	NODE_957_length_25350_cov_148.8	321	family	Micrococcaceae	27	26	15	0.59	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
UT43	NODE_2573_length_15117_cov_72.2	638	genus	Cryptobacteroides	11	10	9	0.9	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides
UT43	NODE_5238_length_9867_cov_78.3	5912	species	Ruminococcus sp002438605	16	14	12	0.92	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp002438605
UT43	NODE_9442_length_6570_cov_110.6	37705	species	Oceanobacillus rekensis	7	7	7	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Oceanobacillus;s_Oceanobacillus rekensis
UT43	NODE_16874_length_4229_cov_12.0	279	genus	Pseudomonas A	6	6	6	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas A
AW110A	NODE_309_length_29472_cov_170.2	286	family	Lachnospiraceae	37	34	27	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW110A	NODE_5249_length_7947_cov_36.9	286	family	Lachnospiraceae	9	7	6	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW110A	NODE_20881_length_3114_cov_15.1	3002	genus	Anaerotignum	4	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Anaerotignaceae;g_Anaerotignum
UT30	NODE_10140_length_19988_cov_490.5	8028	species	CAG-302 sp000431795	23	20	14	0.77	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-302;s_CAG-302 sp000431795
UT30	NODE_11667_length_18039_cov_48.1	2895	species	KLE1615 sp900066985	25	23	15	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_KLE1615;s_KLE1615 sp900066985
UT30	NODE_14258_length_15465_cov_24.8	2	superkingdom	Bacteria	18	18	18	1.0	d_Bacteria
UT30	NODE_16976_length_13521_cov_20.0	8497	species	Planococcus glaciei	13	13	10	0.77	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus glaciei
UT30	NODE_19564_length_12041_cov_98.8	286	family	Lachnospiraceae	9	9	5	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_23917_length_10163_cov_75.3	37	class	Clostridia	13	11	9	0.72	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_27072_length_9164_cov_18.1	16177	species	UMGS882 sp900546385	11	11	6	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-382;g_UMGS882;s_UMGS882 sp900546385
UT30	NODE_31007_length_8104_cov_49.4	829	order	Bacillales B	8	8	5	0.71	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B
UT30	NODE_36949_length_6915_cov_58.0	286	family	Lachnospiraceae	11	10	9	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_43872_length_5894_cov_32.8	5302	genus	Sporosarcina	9	9	5	0.66	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Sporosarcina
UT30	NODE_28581_length_8734_cov_17.4	53387	species	Acetatifactor sp002431915	7	6	6	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp002431915
UT30	NODE_34437_length_7369_cov_22.5	9790	species	Faecousia sp900546415	3	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp900546415
UT30	NODE_41237_length_6243_cov_23.6	3548	species	Butyribacter intestini	8	8	7	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Butyribacter;s_Butyribacter intestini
UT30	NODE_47157_length_5497_cov_33.3	286	family	Lachnospiraceae	10	10	10	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_57548_length_4539_cov_28.8	52438	species	MGBC113645 sp910579135	9	9	5	0.77	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Coprobacillaceae;g_MGBC113645;s_MGBC113645 sp910579135
UT30	NODE_68951_length_3826_cov_9.5	22339	species	DSM105185 sp009695605	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_DSM105185;s_DSM105185 sp009695605
UT30	NODE_75838_length_3499_cov_63.5	37	class	Clostridia	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape1	NODE_56_length_62801_cov_121.5	8781	species	Ruminococcus F champanellensis	78	73	36	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
Zape1	NODE_1290_length_19059_cov_31.8	6404	genus	Bruticola	8	7	4	0.5	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola
Zape1	NODE_4034_length_10944_cov_33.4	54400	species	Faecousia sp017622995	14	13	6	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp017622995
UT30	NODE_47138_length_5500_cov_33.7	6355	genus	UBA737	7	7	2	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA737
UT30	NODE_57454_length_4547_cov_14.4	1152	species	Roseburia inulinivorans	8	8	3	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Roseburia;s_Roseburia inulinivorans
UT30	NODE_68669_length_3841_cov_21.8	7100	species	Blautia A sp000285855	6	6	3	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A sp000285855
UT30	NODE_75778_length_3502_cov_220.3	51418	species	Ruminococcus E sp900755995	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus E;s_Ruminococcus E sp900755995
Zape1	NODE_46_length_65151_cov_68.2	20711	species	CAG-510 sp900550475	63	55	49	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-510;s_CAG-510 sp900550475
Zape1	NODE_1227_length_19434_cov_126.3	29664	species	UMGS1851 sp900555605	29	28	13	0.57	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1212;f_UBA1255;g_UMGS1851;s_UMGS1851 sp900555605
UT30	NODE_18623_length_12526_cov_304.6	43	genus	Enterococcus B	19	18	13	0.58	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B
UT30	NODE_22844_length_10564_cov_127.6	166	family	Bacteroidaceae	17	14	8	0.55	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae
UT30	NODE_25800_length_9548_cov_16.0	5971	species	Angelakisella sp900547385	8	6	3	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Angelakisella;s_Angelakisella sp900547385
UT30	NODE_29356_length_8514_cov_47.9	831	genus	Peribacillus	10	10	5	0.55	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus
UT30	NODE_1358_length_64166_cov_337.7	14082	species	Carnobacterium A jeotgali	66	65	37	0.6	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium A;s_Carnobacterium A jeotgali
UT30	NODE_1889_length_54997_cov_39.1	28955	species	Merdousia sp002405555	58	57	42	0.71	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp002405555
UT30	NODE_2593_length_46162_cov_27.7	7094	species	Lachnoclostridium B sp900066555	42	41	34	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnoclostridium B;s_Lachnoclostridium B sp900066555
UT30	NODE_3616_length_38581_cov_23.7	28925	species	Planococcus massiliensis	47	46	26	0.65	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus massiliensis
UT30	NODE_4568_length_33727_cov_574.2	8708	species	CAG-177 sp000431775	41	41	22	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
UT30	NODE_5540_length_29930_cov_82.3	1050	species	Blautia A faecis	26	25	13	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A faecis
UT30	NODE_1637_length_58566_cov_33.4	15507	species	UMGS1668 sp900553955	66	60	41	0.72	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS1668;s_UMGS1668 sp900553955
UT30	NODE_2243_length_49879_cov_49.2	76472	species	SIG351 sp905210525	67	66	30	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_HGM11327;f_HGM11327;g_SIG351;s_SIG351 sp905210525
UT30	NODE_3108_length_41892_cov_52.8	3620	species	Scatacola A faecigallinarum	66	59	29	0.64	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_Scatacola A;s_Scatacola A faecigallinarum
UT30	NODE_4067_length_36208_cov_486.6	838	species	UBA11524 sp000437595	38	37	29	0.87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_UBA11524;s_UBA11524 sp000437595
Zape3	NODE_401_length_38877_cov_94.5	2	superkingdom	Bacteria	14	13	7	0.55	d_Bacteria
Zape3	NODE_1792_length_15758_cov_80.3	15036	species	CAG-590 sp000431135	22	21	10	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590;s_CAG-590 sp000431135
Zape3	NODE_7971_length_5380_cov_28.0	119	order	Actinomycetales	4	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales
Zape3	NODE_18267_length_3095_cov_19.6	43	genus	Enterococcus B	5	5	5	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B
AW108	NODE_35_length_97729_cov_125.9	1793	genus	Eubacterium F	104	95	79	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F
AW108	NODE_1331_length_18809_cov_24.7	6321	species	Bacteroides F pectinophilus	20	20	18	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Bacteroides F;s_Bacteroides F pectinophilus
AW108	NODE_3932_length_8734_cov_22.3	330	order	Oscillospirales	9	9	9	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
